name,total games,spawns,victories,defeats,deaths,ground_kills,air_kills,naval_kills,rp,sl,games,win rate,spawn / g,lvling,farm,ground / game,air / game,naval / game,ground / spawn,air / spawn,naval / spawn,ground / death,air / death,naval / death,mode,name_x,id,Class,Class,Move Type,Move Type,rank,BR / a,BR / a,BR / r,BR / r,BR / s,BR / s,BRTank / r,BRTank / r,BRTank / s,BRTank / s,country,Prem,Prem,Event,Event,Gift,Gift,Normal,Normal,Own
La-5FN,79449.0,80345.0,37936.0,41513.0,66342.0,26441.0,54602.0,21.0,12466839.0,155842684.0,172407.0,0.4774887034449773,1.0112776749864694,155.1663326902732,1939.6687286078786,0.3328046923183426,0.6872584928696397,0.0002643205074953744,0.3290932852075425,0.6795942497977472,0.00026137282967203935,0.39855596756202705,0.823038196014591,0.0003165415573844623,historical,la-5fn,la-5fn,exp_fighter,,air,,3.0,4.0,,3.7,,4.0,,,,,,ussr,False,,False,,False,,True,,True
AM-1,101779.0,103934.0,57373.0,44406.0,87242.0,140867.0,22907.0,1229.0,21084489.0,339312153.0,244565.0,0.5637017459397322,1.021173326521188,202.8642119037081,3264.6886774299073,1.384047789819118,0.22506607453403943,0.012075182503266882,1.3553505109011488,0.2203994842881059,0.011824811899859526,1.6146695399005067,0.26256848765502855,0.014087251553151004,historical,am_1_mauler,am_1_mauler,exp_assault,,air,,4.0,5.7,,5.7,,5.3,,,,,,usa,False,,False,,False,,True,,True
He 162 A-2,55653.0,56382.0,23878.0,31775.0,42612.0,12488.0,34905.0,20.0,12549784.0,219913089.0,111062.0,0.4290514437676316,1.0130990243113578,222.58493845553545,3900.4130573587313,0.22439041920471492,0.6271899088997898,0.0003593696656065262,0.2214891277358022,0.6190805576247739,0.0003547231385903302,0.2930629869520323,0.8191354548014643,0.00046935135642542006,historical,he-162a-2,he-162a-2,exp_fighter,,air,,5.0,6.3,,6.0,,6.7,,,,,,germany,False,,False,,False,,True,,True
VL Pyörremyrsky,54839.0,56747.0,31174.0,23665.0,41666.0,29180.0,47485.0,20.0,30097227.0,465666077.0,97370.0,0.5684640493079742,1.0347927569795219,530.3756498140871,8206.003436305004,0.5321030653367129,0.8658983570086982,0.00036470395156731525,0.5142122050504873,0.8367843234003559,0.0003524415387597582,0.7003312052992848,1.1396582345317525,0.00048000768012288196,historical,pyorremyrsky,pyorremyrsky,exp_fighter,,air,,3.0,4.7,,4.3,,4.0,,,,,,sweden,True,,False,,False,,False,,False
Yak-9U,30988.0,31216.0,16127.0,14861.0,22880.0,8128.0,27905.0,9.0,6895499.0,98835241.0,58285.0,0.5204272621659998,1.0073576868465213,220.8963031778575,3166.172507688365,0.26229508196721313,0.9005098747902414,0.0002904350070995224,0.2603792926704254,0.8939325986673501,0.0002883136852895951,0.35524475524475524,1.2196241258741258,0.0003933566433566434,historical,yak-9u,yak-9u,exp_fighter,,air,,3.0,4.7,,4.7,,5.0,,,,,,ussr,False,,False,,False,,True,,True
He 177 A-5,24875.0,25082.0,10078.0,14797.0,19536.0,7822.0,3124.0,224.0,11247692.0,93120671.0,61579.0,0.4051457286432161,1.008321608040201,448.43680727214735,3712.6493501315686,0.31445226130653264,0.12558793969849247,0.009005025125628141,0.31185710868351807,0.12455147117454748,0.008930707280121202,0.4003890253890254,0.15990990990990991,0.011466011466011465,historical,he-177a-5,he-177a-5,exp_bomber,,air,,4.0,6.3,,6.0,,6.3,,,,,,germany,False,,False,,False,,True,,True
▀La-5FN,3051.0,3117.0,1613.0,1438.0,2056.0,1404.0,3557.0,0.0,1504720.0,33966615.0,7481.0,0.5286791215994756,1.0216322517207472,482.7462303496952,10897.213666987487,0.46017699115044247,1.165847263192396,0.0,0.4504331087584216,1.1411613731151748,0.0,0.6828793774319066,1.730058365758755,0.0,historical,la-5fn_luftwaffe,la-5fn_luftwaffe,exp_fighter,,air,,3.0,4.0,,3.7,,4.0,,,,,,germany,True,,False,,False,,False,,False
▄Ju 87 D-3,18406.0,18634.0,9768.0,8638.0,14915.0,9037.0,3423.0,71.0,1655556.0,19843906.0,50539.0,0.5306965120069542,1.0123872650222754,88.84598046581517,1064.9300203928303,0.4909812017820276,0.18597196566337065,0.00385743779202434,0.48497370398196843,0.18369646882043575,0.0038102393474294303,0.6059001005698961,0.2295005028494804,0.004760308414347972,historical,ju-87d-3_italy,ju-87d-3_italy,exp_bomber,,air,,2.0,2.3,,2.0,,2.3,,,,,,italy,False,,False,,False,,True,,True
I-225,84546.0,84988.0,42974.0,41572.0,69307.0,21068.0,65060.0,50.0,18372825.0,279797010.0,148944.0,0.5082913443569181,1.0052279232607102,216.18140208029368,3292.1943097849107,0.24918979017339674,0.7695219170629006,0.0005913940340169848,0.24789382030404292,0.7655198380947899,0.000588318350825999,0.303980838876304,0.9387219184209388,0.0007214278500007215,historical,i_225,i_225,exp_fighter,,air,,4.0,5.7,,5.0,,6.0,,,,,,ussr,False,,False,,False,,True,,True
Yak-9P,20046.0,20282.0,10808.0,9238.0,15016.0,9012.0,16756.0,8.0,4739071.0,84598053.0,58771.0,0.5391599321560411,1.0117729222787588,233.65895868257567,4171.090277092989,0.4495659982041305,0.8358774817918787,0.00039908211114436795,0.44433487821713835,0.8261512671334188,0.0003944384183019426,0.6001598295151838,1.1158763985082578,0.0005327650506126798,historical,yak-9p,yak-9p,exp_fighter,,air,,4.0,5.0,,5.0,,5.3,,,,,,ussr,False,,False,,False,,True,,True
Yak-9UT,167957.0,172627.0,98003.0,69954.0,128063.0,215109.0,90251.0,84.0,41475567.0,995478187.0,335900.0,0.5835005388283906,1.0278047357359323,240.26118162280522,5766.642454540715,1.2807385223598897,0.5373458682877165,0.0005001280089546729,1.2460912835188007,0.5228092940270062,0.0004865982725761324,1.679712329088027,0.704739073737145,0.0006559271608505189,historical,yak-9ut,yak-9ut,exp_fighter,,air,,4.0,6.0,,5.7,,6.3,,6.0,,6.0,,ussr,False,,False,,False,,True,,True
B18B,35457.0,35823.0,18418.0,17039.0,28090.0,23184.0,7603.0,49.0,9613919.0,97248792.0,79610.0,0.5194460896296923,1.0103223622979947,268.3728051810289,2714.7026212210035,0.6538624249090448,0.2144287446766506,0.0013819556082014836,0.6471819780587891,0.21223794768724005,0.0013678363062836726,0.8253470986116056,0.27066571733713063,0.0017443930224279103,historical,saab_b18b,saab_b18b,exp_bomber,,air,,3.0,3.7,,4.0,,3.0,,,,,,sweden,False,,False,,False,,True,,True
Chesapeake Mk I,51635.0,52168.0,27988.0,23647.0,43497.0,29508.0,10449.0,63.0,3966334.0,17708200.0,105106.0,0.542035441076789,1.010322455698654,76.03001840208557,339.44563717221286,0.5714728381911495,0.20236273845259997,0.0012201026435557276,0.5656341051985891,0.20029520012268057,0.0012076368655114247,0.6783916132147044,0.24022346368715083,0.0014483757500517278,historical,v_156_b1,v_156_b1,exp_bomber,,air,,1.0,1.3,,1.0,,1.3,,,,,,britain,False,,False,,False,,True,,True
Re.2001 CN,23140.0,23673.0,12735.0,10405.0,17938.0,15457.0,12885.0,42.0,3800584.0,57858243.0,49434.0,0.5503457216940363,1.0230337078651686,160.54509356651036,2444.060448612343,0.6679775280898876,0.556828003457217,0.0018150388936905792,0.6529379461834157,0.5442909643898112,0.0017741731086047396,0.8616902664734084,0.7183075036235924,0.0023413981491805106,historical,re_2001_cn,re_2001_cn,exp_fighter,,air,,3.0,4.3,,3.3,,3.3,,,,,,italy,False,,False,,False,,True,,False
F3D-1,179572.0,182240.0,96526.0,83046.0,147346.0,183879.0,50733.0,409.0,44166130.0,710423986.0,415332.0,0.5375336912213485,1.0148575501748602,242.35145961369622,3898.2878950834065,1.0239848083220102,0.2825217739959459,0.002277637939099637,1.0089936347673398,0.2783856453028973,0.0022442932396839334,1.2479402223338265,0.3443120274727512,0.002775779457874662,historical,f3d_1,f3d_1,exp_assault,,air,,5.0,7.7,,7.0,,7.0,,,,,,usa,False,,False,,False,,True,,True
B-29A-BN,50150.0,50336.0,24682.0,25468.0,39564.0,13808.0,8089.0,44.0,19055805.0,260932143.0,134051.0,0.49216350947158527,1.0037088733798605,378.57209551811826,5183.807672441195,0.2753339980059821,0.161296111665005,0.0008773678963110668,0.27431659249841067,0.16070009535918628,0.0008741258741258741,0.3490041451824891,0.20445354362551815,0.0011121221312304114,historical,b-29,b-29,exp_bomber,,air,,4.0,7.0,,7.0,,7.0,,,,,,usa,False,,False,,False,,True,,True
F-80A-5,97207.0,98469.0,51365.0,45842.0,68336.0,54692.0,65762.0,56.0,25025837.0,556191417.0,225431.0,0.5284084479512793,1.012982604133447,254.14939727223796,5648.391036772995,0.5626343781826412,0.6765150657874432,0.000576090199265485,0.5554235343102906,0.6678447023936467,0.0005687069026800313,0.8003394989463826,0.9623331772418637,0.000819480215406228,historical,f-80a,f-80a,exp_fighter,,air,,5.0,6.7,,7.0,,7.0,,,,,,usa,False,,False,,False,,True,,True
F2H-2,142922.0,144918.0,74946.0,67976.0,112462.0,83228.0,83661.0,77.0,32287845.0,741101499.0,258346.0,0.5243839296959181,1.013965659590546,222.80079079203412,5113.9368401440815,0.5823316214438645,0.5853612459943186,0.0005387554050461091,0.5743109896631199,0.5772988862667163,0.0005313349618404892,0.7400544183813199,0.7439046077786274,0.0006846757126851736,historical,f2h-2,f2h-2,exp_fighter,,air,,5.0,7.3,,7.3,,8.0,,,,,,usa,False,,False,,False,,True,,True
F-84F,154753.0,158389.0,77207.0,77546.0,127247.0,167525.0,32963.0,320.0,102421343.0,1057419600.0,334923.0,0.4989047062092496,1.0234955057414072,646.6442934799766,6676.092405406941,1.0825315179673416,0.21300394822717492,0.0020678112863724775,1.0576807732860236,0.20811419984973703,0.002020342321752142,1.3165339850841278,0.2590473645744104,0.0025147940619425213,historical,f-84f,f-84f,exp_assault,,air,,5.0,9.0,,8.3,,8.7,,,,,,usa,False,,False,,False,,True,,True
IL-2-37,25712.0,25998.0,13795.0,11917.0,21790.0,21665.0,6308.0,106.0,2288186.0,27033923.0,65896.0,0.536519912881145,1.0111232109520847,88.01392414801138,1039.8462574044158,0.8426026757934039,0.24533291848164282,0.004122588674548849,0.8333333333333334,0.24263404877298253,0.004077236710516193,0.9942634235888022,0.28949059201468563,0.004864616796695732,historical,il_2_37_1943,il_2_37_1943,exp_assault,,air,,2.0,3.0,,2.7,,3.7,,,,,,ussr,False,,False,,False,,True,,True
◄G.91 R/4,356224.0,365481.0,192184.0,164040.0,297345.0,186910.0,300495.0,302.0,269622284.0,4873120510.0,461586.0,0.5395032339202299,1.025986457959037,737.7190168572374,13333.44417356853,0.5246979428674092,0.8435563016528925,0.0008477811713977722,0.5114082537806343,0.8221904832262142,0.0008263083443462178,0.628596411575779,1.0105937547293549,0.0010156552153222688,historical,fiat_g91_r4_german,fiat_g91_r4_german,exp_fighter,,air,,5.0,8.3,,8.7,,9.0,,,,,,germany,True,,False,,False,,False,,False
A13 Mk II,97271.0,99747.0,51174.0,46097.0,86771.0,110232.0,2515.0,,17665101.0,37772606.0,147936.0,0.5260971923800516,1.0254546576060697,177.0990706487413,378.68413085105317,1.1332462912892847,0.02585559930503439,,1.1051159433366418,0.025213790890954112,,1.2703783522144496,0.028984338085304998,,historical,uk_a_13_mk2,uk_a_13_mk2,exp_tank,,tank,,1.0,1.3,,1.3,,1.3,,,,,,britain,False,,False,,False,,True,,True
M48 Super,156606.0,161011.0,73264.0,83342.0,136406.0,153492.0,1516.0,,61614057.0,846527382.0,318036.0,0.4678237104580923,1.0281279133621957,382.66986106539304,5257.5748365018535,0.9801157043791425,0.009680344303538818,,0.9533013272385117,0.009415505772897504,,1.1252584197176076,0.01111388062108705,,historical,germ_mkpz_super_m48,germ_mkpz_super_m48,exp_tank,,tank,,6.0,9.3,,9.3,,9.3,,,,,,germany,False,,False,,False,,True,,False
Pbil m/40,6165.0,7330.0,3592.0,2573.0,6638.0,14856.0,519.0,,4798486.0,18119219.0,9227.0,0.5826439578264396,1.1889699918896999,654.6365620736699,2471.92619372442,2.4097323600973235,0.08418491484184915,,2.0267394270122785,0.07080491132332879,,2.2380235010545344,0.07818620066285026,,historical,sw_pbil_m40,sw_pbil_m40,exp_tank,,wheeled_vehicle,,1.0,2.0,,2.0,,2.0,,,,,,sweden,False,,True,,False,,False,,False
JaPz.K A2,141359.0,148174.0,58892.0,82467.0,131695.0,118900.0,1313.0,,44411799.0,541634575.0,255572.0,0.41661302074859047,1.048210584398588,299.7273408290253,3655.395514732679,0.8411208341881309,0.009288407529764642,,0.8024349750968456,0.008861203719950868,,0.9028436918637761,0.0099700064543073,,historical,germ_sk105_a2,germ_sk105_a2,exp_tank,,tank,,6.0,8.7,,8.7,,8.7,,,,,,germany,False,,False,,False,,True,,False
Beaufighter Mk I (40-mm),1485.0,1541.0,877.0,608.0,1218.0,948.0,237.0,6.0,240908.0,4382064.0,4687.0,0.5905723905723905,1.0377104377104378,156.3322517845555,2843.6495781959766,0.6383838383838384,0.1595959595959596,0.00404040404040404,0.6151849448410124,0.1537962362102531,0.003893575600259572,0.7783251231527094,0.19458128078817735,0.0049261083743842365,historical,beaufighter_mk1_40mm,beaufighter_mk1_40mm,exp_assault,,air,,2.0,2.0,,2.3,,3.3,,,,,,britain,False,,True,,False,,False,,False
Wiesel 1A2,358527.0,373535.0,164179.0,194348.0,320767.0,283171.0,2640.0,,127329962.0,1673611590.0,846244.0,0.457926460210807,1.041860166737791,340.8782630811035,4480.467934731685,0.7898177822032929,0.007363462166029336,,0.7580842491332807,0.007067610799523472,,0.8827934294986703,0.008230273064249128,,historical,germ_wiesel_1_tow,germ_wiesel_1_tow,exp_tank_destroyer,,tank,,7.0,9.0,,9.7,,9.7,,,,,,germany,False,,False,,False,,True,,False
Leopard 2A6,679860.0,701839.0,283541.0,396319.0,622442.0,643684.0,6633.0,,320597138.0,3615568600.0,1229146.0,0.41705792369017153,1.0323287147353868,456.79584349117107,5151.5641051580205,0.9467890448033419,0.00975642043950225,,0.9171391159510942,0.009450885459485723,,1.0341268744718384,0.010656414573566694,,historical,germ_leopard_2a6,germ_leopard_2a6,exp_tank,,tank,,8.0,12.7,,12.7,,12.7,,,,,,germany,False,,False,,False,,True,,False
ASU-85,516610.0,532039.0,232304.0,284306.0,468090.0,319416.0,773.0,,96014955.0,1615026563.0,973260.0,0.4496699638024816,1.029865856255202,180.46600907076362,3035.5416858538565,0.6182923288360659,0.0014962931418284586,,0.6003620035373347,0.0014529010091365482,,0.6823815932833429,0.001651391826358179,,historical,ussr_asu_85,ussr_asu_85,exp_tank_destroyer,,tank,,4.0,6.3,,6.3,,6.3,,,,,,ussr,False,,False,,False,,True,,True
ZSU-23-4V,446272.0,470393.0,183535.0,262737.0,338025.0,88847.0,160956.0,,86597413.0,1285457998.0,1194337.0,0.41126263803241075,1.0540499964147425,184.0958794029673,2732.731987933494,0.19908710382905492,0.36066793345762227,,0.18887823585810162,0.34217345921389136,,0.2628415058057836,0.47616596405591305,,historical,ussr_zsu_23_4,ussr_zsu_23_4,exp_SPAA,,tank,,6.0,8.0,,8.0,,8.0,,,,,,ussr,False,,False,,False,,True,,False
Bf 109 G-6,59978.0,61095.0,31326.0,28652.0,44614.0,25349.0,52827.0,10.0,14777939.0,244599200.0,132350.0,0.5222915068858581,1.0186234952816033,241.88458957361487,4003.587854979949,0.42263830071026043,0.8807729500816966,0.00016672780019340425,0.4149112038628366,0.8646697765774614,0.0001636795155086341,0.568184874703008,1.1840901959026315,0.0002241448872551217,historical,bf-109g-6,bf-109g-6,exp_fighter,,air,,4.0,5.3,,4.7,,4.7,,,,,,germany,False,,False,,False,,True,,False
Object 685,300739.0,311730.0,151422.0,149317.0,279382.0,265944.0,2176.0,,95336056.0,1168235823.0,497890.0,0.5034997123751824,1.0365466401098626,305.8289417123793,3747.5886921374267,0.8843016702190272,0.007235509860709785,,0.8531228948128188,0.006980399704872807,,0.9519009814519189,0.007788619166589114,,historical,ussr_object_685,ussr_object_685,exp_tank,,tank,,6.0,8.7,,8.7,,8.7,,,,,,ussr,False,,False,,False,,True,,False
Ar 234 B-2,82670.0,84965.0,41412.0,41258.0,55135.0,93945.0,1655.0,166.0,23704445.0,328349236.0,237752.0,0.5009314140558848,1.0277609773799443,278.99070205378683,3864.523462602248,1.1363856296117092,0.0200193540583041,0.0020079835490504415,1.1056905784734892,0.019478608838933677,0.001953745659977638,1.7039085880112452,0.03001723043438832,0.0030107916931168947,historical,arado-234,arado-234,exp_bomber,,air,,5.0,6.3,,6.3,,6.7,,,,,,germany,False,,False,,False,,True,,True
IT-1,264626.0,275513.0,122495.0,142131.0,230467.0,216891.0,1706.0,,77383725.0,1213846854.0,585961.0,0.4628985813941185,1.0411410821310076,280.8714107864239,4405.769796706508,0.819613341092712,0.006446834400247897,,0.7872260111138132,0.006192085309949077,,0.9410935188118038,0.007402361292506086,,historical,ussr_it_1,ussr_it_1,exp_tank_destroyer,,tank,,6.0,8.7,,8.7,,8.7,,,,,,ussr,False,,False,,False,,True,,False
M64,35460.0,38535.0,19619.0,15841.0,34704.0,46864.0,970.0,,25552095.0,361239337.0,57136.0,0.5532712915961647,1.0867174280879865,663.0879719735306,9374.317814973401,1.3216018048505358,0.027354765933446136,,1.2161411703646037,0.0251719216296873,,1.3503918856615953,0.027950668510834487,,historical,cn_type_64,cn_type_64,exp_tank,,tank,,4.0,5.3,,6.0,,6.0,,,,,,china,False,,True,,False,,False,,False
Turan II,13290.0,15339.0,7422.0,5868.0,13482.0,32554.0,115.0,,11226178.0,64929059.0,18770.0,0.5584650112866817,1.154176072234763,731.8715692026859,4232.939500619336,2.449510910458992,0.008653122648607976,,2.1223026272899146,0.0074972292848295196,,2.4146269099540127,0.0085298917074618,,historical,it_41m_turan_2,it_41m_turan_2,exp_tank,,tank,,2.0,2.3,,2.3,,2.3,,,,,,italy,False,,True,,False,,False,,False
Re.2002 Early,24222.0,24671.0,13042.0,11180.0,20451.0,12946.0,9148.0,29.0,2744375.0,27806425.0,45049.0,0.5384361324415821,1.0185368673107094,111.23890397632849,1127.0894977909286,0.5344727933283792,0.37767318966229046,0.0011972586904467014,0.5247456527907259,0.37079972437274533,0.0011754691743342386,0.6330252799374114,0.44731308982445844,0.0014180235685296563,historical,re_2002_early,re_2002_early,exp_fighter,,air,,2.0,2.3,,2.3,,2.3,,,,,,italy,False,,False,,False,,True,,True
␗I-153 M-62,13094.0,13245.0,6844.0,6250.0,10822.0,5210.0,6405.0,0.0,1240449.0,6786364.0,28641.0,0.5226821444936612,1.011531999389033,93.65413363533409,512.3717629294073,0.397892164350084,0.489155338322896,0.0,0.3933559833899585,0.48357870894677235,0.0,0.48142672334134173,0.591849935316947,0.0,historical,i-153_m62_china,i-153_m62_china,exp_fighter,,air,,1.0,2.0,,2.3,,2.0,,,,,,china,False,,False,,False,,True,,False
␗M10 GMC,132054.0,135557.0,63287.0,68767.0,117184.0,101295.0,2982.0,,20943152.0,200243523.0,236482.0,0.4792509125054902,1.0265270268223605,154.49701601540312,1477.1905766577897,0.7670725612249534,0.022581671134535873,,0.7472502342188158,0.021998126249474392,,0.864409817039869,0.025447160021845987,,historical,cn_m10,cn_m10,exp_tank_destroyer,,tank,,2.0,3.7,,3.3,,3.3,,,,,,china,False,,False,,False,,True,,True
T-72AV (TURMS-T),1077935.0,1150951.0,500675.0,577260.0,1031756.0,1039905.0,8248.0,,964849457.0,12833791525.0,1779360.0,0.4644760583894205,1.0677369229127915,838.3062849765107,11150.597657936785,0.9647195795664859,0.007651667308325641,,0.9035180472496223,0.0071662477377403555,,1.0078981852298412,0.007994138148942192,,historical,ussr_t_72av_turms,ussr_t_72av_turms,exp_tank,,tank,,7.0,10.3,,10.3,,10.3,,,,,,ussr,True,,False,,False,,False,,False
Khrizantema-S,189184.0,197692.0,86474.0,102710.0,169344.0,140731.0,4555.0,,61388057.0,783905653.0,641849.0,0.4570893944519621,1.0449720906630582,310.5237288307064,3965.2876848835563,0.7438842608254398,0.02407708897158322,,0.7118699795641705,0.023040891892438742,,0.8310362339380196,0.026897911942554798,,historical,ussr_9p157,ussr_9p157,exp_tank_destroyer,,tank,,7.0,9.7,,9.7,,9.7,,,,,,ussr,False,,False,,False,,True,,False
ZSU-37-2,403014.0,420774.0,169503.0,233511.0,303118.0,97325.0,145303.0,,75892790.0,1168757596.0,932507.0,0.4205883666572377,1.0440679480117316,180.36473261180586,2777.637392044185,0.24149285136496498,0.36054082488449535,,0.23129993773379534,0.34532314258960867,,0.32107957956967254,0.47936117287656954,,historical,ussr_zsu_37_2,ussr_zsu_37_2,exp_SPAA,,tank,,5.0,8.0,,7.7,,7.7,,,,,,ussr,False,,False,,False,,True,,False
Su-25K,514315.0,525577.0,264654.0,249661.0,424329.0,465939.0,131388.0,671.0,324227957.0,5353001904.0,1268598.0,0.5145756977727657,1.0218970864159125,616.8990595098339,10185.000302524653,0.9059409116980839,0.2554621195181941,0.0013046479297706658,0.8865285200836414,0.24998810830763143,0.0012766920926905096,1.0980607028979872,0.30963709762943376,0.001581320154879822,historical,su_25k,su_25k,exp_assault,,air,,6.0,10.7,,10.3,,10.7,,10.0,,10.0,,ussr,True,,False,,False,,False,,False
2S38,2869256.0,3152212.0,1392064.0,1477192.0,2771042.0,2143617.0,461776.0,,2389788735.0,28093492183.0,4518088.0,0.4851654923785121,1.0986165054634371,758.130714241301,8912.310524482491,0.7470985509832514,0.16093928182079256,,0.6800357970847138,0.14649268513665958,,0.7735779537083884,0.16664345036993305,,historical,ussr_2s38,ussr_2s38,exp_tank,,tank,,7.0,10.7,,10.3,,10.3,,,,,,ussr,True,,False,,False,,False,,False
FlaRakRad,236610.0,254533.0,91846.0,144764.0,190267.0,13556.0,204653.0,,53822335.0,777918563.0,617913.0,0.3881746333629179,1.0757491230294578,211.45523370250615,3056.258178703744,0.05729259118380457,0.8649380837665357,,0.053258320139235385,0.8040332687706505,,0.07124724728933551,1.075609538175301,,historical,germ_flarakrad,germ_flarakrad,exp_SPAA,,wheeled_vehicle,,8.0,11.7,,11.7,,11.7,,,,,,germany,False,,False,,False,,True,,False
Wiesel 1A4,933579.0,978825.0,329825.0,603754.0,851858.0,324169.0,60212.0,,205160679.0,3032958196.0,1617509.0,0.35329093734970474,1.048465100436064,209.5989364799632,3098.570424743953,0.3472325320085392,0.06449588090563305,,0.33118177406584426,0.06151457104181034,,0.3805434708601668,0.07068314202601841,,historical,germ_wiesel_1_mk20,germ_wiesel_1_mk20,exp_SPAA,,tank,,5.0,7.3,,7.3,,7.3,,,,,,germany,False,,False,,False,,True,,True
Su-8,3679.0,3783.0,2238.0,1441.0,3037.0,9170.0,250.0,200.0,1499241.0,28663997.0,14609.0,0.6083174775754281,1.028268551236749,396.31007137192705,7577.054454136928,2.492525142701821,0.0679532481652623,0.05436259853220984,2.424002114723764,0.06608511763150939,0.05286809410520751,3.019427066183734,0.08231807704972012,0.0658544616397761,historical,su-8,su-8,exp_assault,,air,,4.0,4.7,,4.7,,4.7,,,,,,ussr,False,,True,,False,,False,,False
Strela-10M2,386709.0,408751.0,163593.0,223116.0,265676.0,1003.0,262779.0,,73931998.0,1052428422.0,1331764.0,0.42303902934764903,1.0569989320134778,180.87294709982362,2574.7421339641983,0.0025936815538298826,0.6795264656369518,,0.0024538166267483136,0.642882830867692,,0.003775275147171743,0.9890957406766137,,historical,ussr_9a35_m2,ussr_9a35_m2,exp_SPAA,,tank,,7.0,10.7,,10.3,,10.3,,,,,,ussr,False,,False,,False,,True,,False
T-54 (1949),220653.0,226805.0,104970.0,115683.0,193753.0,146274.0,2981.0,,61515798.0,934238597.0,424653.0,0.4757243273374937,1.0278808808400521,271.22769780207665,4119.12699014572,0.6629141684001577,0.013509900159979696,,0.6449328718502678,0.013143449218491655,,0.7549508910829767,0.015385568223459765,,historical,ussr_t_54_1949,ussr_t_54_1949,exp_tank,,tank,,5.0,8.0,,8.0,,8.0,,,,,,ussr,False,,False,,False,,True,,False
PUMA,456019.0,475618.0,216131.0,239888.0,405939.0,270524.0,37796.0,,158880035.0,1860012950.0,881380.0,0.47395174323876854,1.0429784723882118,334.04966801088267,3910.7286730106935,0.5932296680620763,0.0828825114743026,,0.5687841923560505,0.07946713539016606,,0.6664153973872922,0.09310758512978551,,historical,germ_schutzenpanzer_puma,germ_schutzenpanzer_puma,exp_tank,,tank,,7.0,10.3,,10.3,,10.3,,,,,,germany,False,,False,,False,,True,,False
T-64B,454080.0,475207.0,229048.0,225032.0,405262.0,628177.0,5289.0,,224887450.0,3081722924.0,771869.0,0.5044221282593375,1.0465270436927414,473.24102969863657,6485.01163492962,1.383406007751938,0.011647727272727273,,1.3219018238367701,0.011129886554701426,,1.5500515715759189,0.013050816508826389,,historical,ussr_t_64_b_1984,ussr_t_64_b_1984,exp_tank,,tank,,6.0,9.7,,9.7,,9.7,,,,,,ussr,False,,False,,False,,True,,False
T-72A,1166451.0,1209455.0,569181.0,597270.0,1058607.0,1251491.0,10604.0,,461397472.0,6525619041.0,1890669.0,0.4879596313947178,1.0368673866283282,381.49205385896954,5395.503793857564,1.0729049055639714,0.00909082336077555,,1.0347561504975382,0.008767585400035553,,1.1822054832435456,0.010016937352577492,,historical,ussr_t_72a,ussr_t_72a,exp_tank,,tank,,6.0,9.3,,9.3,,9.3,,,,,,ussr,False,,False,,False,,True,,False
MiG-9,66759.0,67106.0,33775.0,32984.0,51874.0,32224.0,37630.0,40.0,13123838.0,305992126.0,156388.0,0.5059242948516305,1.005197801045552,195.56877179387834,4559.832593210741,0.48269147231084947,0.5636693179945775,0.0005991701493431597,0.4801955115786964,0.5607546270080171,0.0005960718862694841,0.6211975170605698,0.7254115741990207,0.000771099201912326,historical,mig-9,mig-9,exp_fighter,,air,,5.0,7.3,,7.3,,7.3,,,,,,ussr,False,,False,,False,,True,,True
T-80B,780066.0,813373.0,384426.0,395640.0,727854.0,725202.0,5632.0,,340519121.0,4199209947.0,1284038.0,0.492812146664513,1.042697669171583,418.6506326125898,5162.711261622896,0.9296674896739506,0.007219901905736181,,0.8915983195901511,0.006924252464736351,,0.9963564121375991,0.007737815550920926,,historical,ussr_t_80b,ussr_t_80b,exp_tank,,tank,,7.0,10.7,,10.7,,10.7,,,,,,ussr,False,,False,,False,,True,,False
M4A3 (76) W,387179.0,397962.0,185941.0,201238.0,345386.0,359194.0,7714.0,,90392352.0,1285895795.0,707230.0,0.480245571169924,1.0278501674935883,227.13814886848493,3231.202464054357,0.9277207699797768,0.019923601228372407,,0.9025836637668924,0.019383760258517145,,1.0399784588836838,0.02233443162143225,,historical,us_m4a3e8_76w_sherman,us_m4a3e8_76w_sherman,exp_tank,,tank,,3.0,5.3,,5.7,,5.7,,,,,,usa,False,,False,,False,,True,,False
M36 GMC,606019.0,626544.0,276430.0,329589.0,564546.0,463290.0,8848.0,,111183097.0,1591266161.0,966900.0,0.45614081406688567,1.033868575077679,177.45457142674735,2539.751655111213,0.7644809816193882,0.014600202303888163,,0.739437294108634,0.014121913225567558,,0.8206417191867448,0.015672770686533957,,historical,us_m36,us_m36,exp_tank_destroyer,,tank,,3.0,5.3,,5.3,,5.3,,,,,,usa,False,,False,,False,,True,,True
T-80U,606269.0,624626.0,312221.0,294048.0,544115.0,564882.0,4385.0,,286531163.0,3268725144.0,1216479.0,0.5149875715235316,1.0302786386900864,458.7243614578964,5233.091712480748,0.9317349229467448,0.007232763014437486,,0.9043523644548898,0.007020200888211506,,1.038166564053555,0.008058958124661147,,historical,ussr_t_80u,ussr_t_80u,exp_tank,,tank,,7.0,11.7,,11.7,,11.7,,,,,,ussr,False,,False,,False,,True,,False
