name,total games,spawns,victories,defeats,deaths,ground_kills,air_kills,naval_kills,rp,sl,games,win rate,spawn / g,lvling,farm,ground / game,air / game,naval / game,ground / spawn,air / spawn,naval / spawn,ground / death,air / death,naval / death,mode,name_x,id,Class,Class,Move Type,Move Type,rank,BR / a,BR / a,BR / r,BR / r,BR / s,BR / s,BRTank / r,BRTank / r,BRTank / s,BRTank / s,country,Prem,Prem,Event,Event,Gift,Gift,Normal,Normal,Own
L3/33 CC,34006.0,34965.0,14973.0,19033.0,30810.0,7814.0,1924.0,,2099413.0,5826414.0,68481.0,0.4403046521202141,1.0282009057225197,60.043271843271846,166.63560703560702,0.22978297947421045,0.05657825089690055,,0.22348062348062347,0.05502645502645503,,0.25361895488477765,0.06244725738396625,,arcade,it_l3_cc,it_l3_cc,exp_tank_destroyer,,tank,,1.0,1.0,,1.0,,1.0,,,,,,italy,False,,False,,False,,True,,True
47/32 L40,21421.0,21773.0,9911.0,11510.0,17406.0,24836.0,1748.0,,2729866.0,10378644.0,37593.0,0.4626768124737407,1.0164324728070584,125.3784963027603,476.6749644054563,1.1594229961252975,0.0816021660986882,,1.140678822394709,0.0802829192118679,,1.4268642996667815,0.10042514075606113,,arcade,it_semovente_l40,it_semovente_l40,exp_tank_destroyer,,tank,,1.0,1.3,,1.3,,1.3,,,,,,italy,False,,False,,False,,True,,False
M14/41,24866.0,25208.0,11376.0,13490.0,20548.0,21774.0,2038.0,,2866591.0,13236961.0,44161.0,0.4574921579667015,1.0137537199388724,113.71751031418597,525.109528721041,0.8756535027748733,0.08195930185795866,,0.8637734052681688,0.08084735004760393,,1.059665174226202,0.09918240218026085,,arcade,it_m14_41,it_m14_41,exp_tank,,tank,,1.0,2.3,,2.0,,2.0,,,,,,italy,False,,False,,False,,True,,False
AB 43,40155.0,41168.0,20070.0,20085.0,34708.0,48513.0,2307.0,,7218271.0,37483457.0,68475.0,0.49981322375793796,1.025227244427842,175.33693645549943,910.4998299650214,1.2081434441539036,0.057452372058274186,,1.1784152739992226,0.05603867081228139,,1.3977469171372594,0.06646882563097845,,arcade,it_ab_43,it_ab_43,exp_tank,,wheeled_vehicle,,2.0,2.3,,2.7,,2.7,,,,,,italy,False,,False,,False,,True,,True
▄M3A3,23010.0,23469.0,10988.0,12022.0,19651.0,15436.0,1946.0,,3590286.0,23521526.0,48384.0,0.4775315080399826,1.019947848761408,152.9799309727726,1002.2381013251523,0.67083876575402,0.08457192524989135,,0.6577186927436193,0.08291789168690614,,0.7855070988753753,0.09902803928553254,,arcade,it_m3a3_stuart,it_m3a3_stuart,exp_tank,,tank,,2.0,2.3,,2.7,,2.7,,,,,,italy,False,,False,,False,,True,,True
75/32 M41,10404.0,10616.0,5009.0,5395.0,8348.0,13655.0,727.0,,1891143.0,13724259.0,19952.0,0.48144944252210686,1.0203767781622453,178.1408251695554,1292.7900339110777,1.312475970780469,0.06987697039600153,,1.286266013564431,0.06848153730218538,,1.6357211308097748,0.08708672735984667,,arcade,it_semovente_m41_75_32,it_semovente_m41_75_32,exp_tank_destroyer,,tank,,2.0,2.3,,2.3,,2.3,,,,,,italy,False,,False,,False,,True,,False
AMX-13 DCA 40,44001.0,45670.0,19409.0,24592.0,33161.0,19687.0,32620.0,,6100168.0,86836483.0,100099.0,0.4411036112815618,1.0379309561146337,133.57057149113203,1901.3900372235603,0.4474216495079657,0.7413467875730098,,0.4310707247646157,0.714254433982921,,0.5936793220952323,0.9836856548354995,,arcade,fr_amx_13_dca_40,fr_amx_13_dca_40,exp_SPAA,,tank,,3.0,5.0,,5.0,,5.0,,,,,,france,False,,False,,False,,True,,True
M103,141231.0,146134.0,65152.0,76079.0,114826.0,112783.0,8208.0,,38203987.0,591371184.0,252876.0,0.4613151503565081,1.0347161742110442,261.4312001313863,4046.773399756388,0.7985711352323498,0.058117552095503115,,0.7717779572173484,0.056167626972504686,,0.982207862330831,0.07148206852106666,,arcade,us_m103,us_m103,exp_heavy_tank,,heavy_tank,,5.0,7.7,,7.7,,7.7,,,,,,usa,False,,False,,False,,True,,True
◄SA 313B Alouette II,7351.0,22300.0,7232.0,119.0,20669.0,144989.0,2196.0,,0.0,0.0,9147.0,0.9838117262957421,3.0336008706298463,0.0,0.0,19.723711059719765,0.29873486600462523,,6.501748878923767,0.09847533632286995,,7.014804780105472,0.10624606899221056,,arcade,sa_313b,sa_313b,exp_helicopter,,helicopter,,5.0,8.7,,8.3,,8.7,,,,,,germany,False,,False,,False,,True,,True
AH-1G,16306.0,60319.0,16050.0,256.0,56415.0,239273.0,12243.0,,0.0,0.0,21978.0,0.9843002575738992,3.6991904820311543,0.0,0.0,14.673923709064148,0.7508279161045014,,3.966793216067906,0.20297087153301613,,4.24130107240982,0.21701675086413189,,arcade,ah_1g,ah_1g,exp_helicopter,,helicopter,,5.0,8.7,,8.0,,8.0,,,,,,usa,False,,False,,False,,True,,True
Wiesel 1A4,62847.0,64622.0,27438.0,35409.0,49274.0,13347.0,19660.0,,9083074.0,156525815.0,203401.0,0.43658408515919617,1.0282431937880885,140.5569929745288,2422.1753427625267,0.2123729056279536,0.3128232055627158,,0.20653956856797995,0.30423075732722604,,0.27087307707918984,0.3989933839347323,,arcade,germ_wiesel_1_mk20,germ_wiesel_1_mk20,exp_SPAA,,tank,,5.0,7.3,,7.3,,7.3,,,,,,germany,False,,False,,False,,True,,True
Elefant,7256.0,7714.0,3940.0,3316.0,5806.0,15931.0,299.0,,7400414.0,126803292.0,15512.0,0.5429988974641676,1.0631201764057332,959.3484573502723,16438.072595281308,2.1955622932745316,0.041207276736493936,,2.065206118745139,0.03876069484054965,,2.7438856355494314,0.05149844987943507,,arcade,germ_panzerjager_tiger_P_elefant,germ_panzerjager_tiger_P_elefant,exp_tank_destroyer,,tank,,4.0,7.0,,6.7,,6.7,,,,,,germany,False,,True,,False,,False,,False
▄M24,102619.0,107548.0,54318.0,48301.0,87854.0,163938.0,9751.0,,31882221.0,286356952.0,166762.0,0.5293171829778112,1.048032040850135,296.4464332205155,2662.5967196042698,1.5975404164920726,0.09502138980110895,,1.5243240227619295,0.09066649310075502,,1.8660277278211579,0.1109909622783254,,arcade,it_m24_chaffee,it_m24_chaffee,exp_tank,,tank,,3.0,3.3,,3.7,,3.7,,,,,,italy,False,,False,,False,,True,,True
▄Pz.III N,29595.0,30241.0,14089.0,15506.0,24227.0,28890.0,1780.0,,4940454.0,32556332.0,54147.0,0.47606014529481333,1.021828011488427,163.3693991600807,1076.562679805562,0.9761784085149519,0.06014529481331306,,0.9553255514037234,0.05886048741774412,,1.1924712098072399,0.07347174639864613,,arcade,it_pzkpfw_III_ausf_N,it_pzkpfw_III_ausf_N,exp_tank,,tank,,2.0,3.0,,3.0,,3.0,,,,,,italy,False,,False,,False,,True,,False
"PBM-1 """"Mariner",26688.0,27232.0,13476.0,13212.0,21551.0,36526.0,7216.0,753.0,3377678.0,17282732.0,44137.0,0.5049460431654677,1.0203836930455636,124.03341656874265,634.6479142185664,1.3686300959232613,0.27038369304556353,0.02821492805755396,1.3412896592244419,0.26498237367802585,0.027651292596944772,1.6948633474084729,0.33483365041065377,0.034940373996566285,arcade,pbm_1,pbm_1,exp_bomber,,air,,1.0,2.0,,2.0,,2.0,,,,,,usa,False,,False,,False,,True,,True
P40,67898.0,70094.0,33991.0,33907.0,53791.0,106866.0,4941.0,,16133639.0,144393212.0,114219.0,0.5006185749212053,1.0323426315944504,230.171469740634,2059.993893913887,1.5739197030840377,0.07277092108751362,,1.5246098096841385,0.07049105486917567,,1.9866892231042368,0.09185551486308119,,arcade,it_p_40,it_p_40,exp_tank,,tank,,2.0,3.3,,3.3,,3.3,,,,,,italy,False,,False,,False,,True,,False
M42 Contraereo,43019.0,44623.0,18942.0,24077.0,26291.0,17654.0,52594.0,,6403041.0,80119154.0,136964.0,0.4403170692019805,1.0372858504381786,143.49194361652062,1795.4676736212268,0.4103768102466352,1.2225760710383784,,0.3956255742554288,1.178629854559308,,0.671484538435206,2.0004564299570196,,arcade,it_m15_42_contraereo,it_m15_42_contraereo,exp_SPAA,,tank,,3.0,4.0,,3.7,,3.7,,,,,,italy,False,,False,,False,,True,,False
▄Sherman V,74560.0,76481.0,36906.0,37654.0,59951.0,94507.0,6721.0,,17470052.0,168984126.0,136338.0,0.49498390557939914,1.0257644849785408,228.42342542592277,2209.491586145579,1.2675295064377683,0.09014216738197425,,1.235692524940835,0.08787803506753311,,1.5764040633183767,0.11210822171440009,,arcade,it_m4a4_sherman,it_m4a4_sherman,exp_tank,,tank,,3.0,3.7,,3.7,,3.7,,,,,,italy,False,,False,,False,,True,,False
Leopard 2 (PzBtl 123),80564.0,87977.0,38504.0,42060.0,74701.0,85865.0,1694.0,,70632702.0,958289086.0,110663.0,0.47793058934511695,1.0920138026910282,802.8541777964696,10892.495606806324,1.065798619730897,0.021026761332605132,,0.9759937256328358,0.019255032565329573,,1.1494491372270785,0.02267707259608305,,arcade,germ_leopard_2a4_pzbtl_123,germ_leopard_2a4_pzbtl_123,exp_tank,,tank,,7.0,10.7,,10.7,,10.7,,,,,,germany,True,,False,,False,,False,,False
PB4Y-2,47214.0,48783.0,22768.0,24446.0,42627.0,42205.0,9365.0,1876.0,6569104.0,80402409.0,73662.0,0.48222984707925615,1.0332316685728808,134.65969702560318,1648.1645040280425,0.8939085864362265,0.19835218367433388,0.03973397721014953,0.8651579443658651,0.19197261341040936,0.03845601951499498,0.9901001712529618,0.21969643653083726,0.04400966523564877,arcade,pb4y-2,pb4y-2,exp_bomber,,air,,3.0,4.3,,4.7,,5.7,,,,,,usa,False,,False,,False,,True,,True
PUMA,42972.0,44770.0,19655.0,23317.0,36287.0,25452.0,4388.0,,12929927.0,164193689.0,97234.0,0.4573908591641069,1.0418411989202272,288.80784007147645,3667.4936117936118,0.5922926556827702,0.1021130038164386,,0.568505695778423,0.09801206164842528,,0.7014082178190536,0.12092484911951938,,arcade,germ_schutzenpanzer_puma,germ_schutzenpanzer_puma,exp_tank,,tank,,7.0,10.3,,10.3,,10.3,,,,,,germany,False,,False,,False,,True,,False
UH-1C,3375.0,12373.0,3345.0,30.0,10736.0,132102.0,1194.0,,0.0,0.0,5725.0,0.9911111111111112,3.666074074074074,0.0,0.0,39.141333333333336,0.3537777777777778,,10.676634607613352,0.09650044451628546,,12.304582712369598,0.11121460506706408,,arcade,uh_1c,uh_1c,exp_helicopter,,helicopter,,5.0,9.0,,8.7,,8.7,,,,,,usa,False,,False,,False,,True,,False
T92,176403.0,181554.0,82734.0,93669.0,158004.0,87721.0,10670.0,,33147027.0,469999577.0,347178.0,0.4690056291559667,1.0292001836703457,182.57392841799134,2588.759140531192,0.4972761234219373,0.06048649966270415,,0.4831675424391641,0.05877039338158344,,0.5551821472874104,0.06752993595098858,,arcade,us_t92,us_t92,exp_tank,,tank,,4.0,6.7,,7.0,,7.0,,,,,,usa,False,,False,,False,,True,,True
AH-1F,3148.0,8156.0,3146.0,2.0,6034.0,50513.0,1667.0,,0.0,0.0,4896.0,0.9993646759847522,2.590851334180432,0.0,0.0,16.046060991105463,0.5295425667090216,,6.193354585581167,0.20438940657184895,,8.371395425919788,0.27626781571097114,,arcade,ah_1f,ah_1f,exp_helicopter,,helicopter,,6.0,9.7,,9.7,,9.7,,,,,,usa,False,,False,,False,,True,,False
Ka-Mi,26149.0,26552.0,11684.0,14465.0,21786.0,14013.0,2727.0,,2520925.0,6234225.0,60538.0,0.44682397032391297,1.0154116792229149,94.94294215125038,234.7930476047002,0.5358904738230907,0.1042869708210639,,0.5277568544742393,0.10270412774932208,,0.6432112365739465,0.12517212889011292,,arcade,jp_type_2_ka_mi,jp_type_2_ka_mi,exp_tank,,tank,,1.0,1.0,,1.0,,1.0,,,,,,japan,False,,False,,False,,True,,False
Ho-Ro,79627.0,81468.0,36713.0,42914.0,66938.0,83138.0,5797.0,,8982248.0,21746354.0,141038.0,0.461062202519246,1.0231202983912493,110.2549221780331,266.9312368046349,1.0440930840041693,0.07280193904077763,,1.0204988461727305,0.07115677321156773,,1.2420149989542562,0.0866025277122113,,arcade,jp_type_4_ho_ro,jp_type_4_ho_ro,exp_tank_destroyer,,tank,,1.0,1.3,,1.3,,1.3,,,,,,japan,False,,False,,False,,True,,False
Ro-Go Exp.,43898.0,44629.0,20553.0,23345.0,36326.0,51859.0,3360.0,,5247094.0,20504435.0,71528.0,0.46819900678846416,1.016652239281972,117.57139976248628,459.4419547827646,1.1813522256139233,0.07654107248621805,,1.162002285509422,0.07528736919939949,,1.4276000660683807,0.09249573308374168,,arcade,jp_hiro_sha,jp_hiro_sha,exp_tank_destroyer,,tank,,1.0,1.7,,1.7,,1.7,,,,,,japan,False,,False,,False,,True,,False
Ta-Se,23149.0,23693.0,10553.0,12596.0,16618.0,14308.0,10107.0,,2675003.0,11397260.0,55409.0,0.4558728238800812,1.0234999352023846,112.90267167517833,481.0391254800996,0.6180828545509526,0.4366063328869498,,0.6038914447305112,0.4265816907947495,,0.8609941027801179,0.6081959321217957,,arcade,jp_type_98_ta_se,jp_type_98_ta_se,exp_SPAA,,tank,,1.0,1.7,,1.7,,1.7,,,,,,japan,False,,False,,False,,True,,False
Chi-Ha Kai,48673.0,49994.0,22773.0,25900.0,40563.0,44409.0,4102.0,,7341971.0,40407148.0,89382.0,0.46787746800073965,1.027140303659113,146.85704284514142,808.2399487938553,0.9123949622994267,0.08427670371663962,,0.888286594391327,0.08204984598151778,,1.0948154722283854,0.10112664250671795,,arcade,jp_type_97_kai,jp_type_97_kai,exp_tank,,tank,,2.0,2.3,,2.3,,2.3,,,,,,japan,False,,False,,False,,True,,False
Ho-I,49205.0,50129.0,22591.0,26614.0,41376.0,40621.0,3042.0,,5746359.0,26910147.0,80602.0,0.45912000812925513,1.0187785794126614,114.6314309082567,536.8179496898003,0.8255461843308607,0.061822985468956405,,0.8103293502762872,0.06068343673322827,,0.9817527068832174,0.07352088167053364,,arcade,jp_type_2_ho_i,jp_type_2_ho_i,exp_tank,,tank,,1.0,2.3,,2.0,,2.0,,,,,,japan,False,,False,,False,,True,,False
Ho-Ni I,44533.0,45634.0,21295.0,23238.0,37445.0,54779.0,3146.0,,7106834.0,41747880.0,82088.0,0.4781847169514742,1.0247232389463994,155.7355042293027,914.8415654994084,1.2300765724294342,0.07064424134911189,,1.200398825437174,0.06893982556865495,,1.4629189477900921,0.0840165576178395,,arcade,jp_type_3_ho_ni_I,jp_type_3_ho_ni_I,exp_tank_destroyer,,tank,,2.0,2.0,,2.0,,2.0,,,,,,japan,False,,False,,False,,True,,False
Ho-Ni III,36033.0,36916.0,17024.0,19009.0,29340.0,45216.0,2509.0,,6114935.0,45082272.0,64978.0,0.47245580440152085,1.0245053145727527,165.64457145952974,1221.2122656842562,1.2548497210890017,0.06963061637942997,,1.224834759995666,0.06796510997941273,,1.5411042944785276,0.08551465576005453,,arcade,jp_type_3_ho_ni_III,jp_type_3_ho_ni_III,exp_tank_destroyer,,tank,,2.0,2.3,,2.3,,2.3,,,,,,japan,False,,False,,False,,True,,False
SMS Elbing,10906.0,11333.0,5211.0,5695.0,6066.0,0.0,17.0,11349.0,2768387.0,83199851.0,24809.0,0.47781037960755546,1.039152759948652,244.27662578311126,7341.379246448425,0.0,0.001558774986246103,1.0406198422886483,0.0,0.001500044118944675,1.001411806229595,0.0,0.00280250576986482,1.870919881305638,arcade,germ_cruiser_elbing,germ_cruiser_elbing,exp_cruiser,,ship,,3.0,4.7,,4.7,,4.7,,,,,,germany,False,,False,,False,,True,,False
M163,70831.0,72669.0,28853.0,41978.0,50076.0,10829.0,40642.0,,9560035.0,161277819.0,245983.0,0.40734988917281983,1.0259490900876735,131.55589040718877,2219.3482640465672,0.1528850362129576,0.573788313026782,,0.14901815079332315,0.5592756195901967,,0.21625129802699897,0.8116063583353303,,arcade,us_m163_vulcan,us_m163_vulcan,exp_SPAA,,tank,,5.0,7.7,,7.3,,7.3,,,,,,usa,False,,False,,False,,True,,True
M48A1,66450.0,68482.0,30510.0,35940.0,57938.0,42335.0,2893.0,,14514365.0,216273755.0,112380.0,0.45914221218961626,1.030579382994733,211.94423352121726,3158.110963464852,0.6370955605718586,0.043536493604213695,,0.6181916415992523,0.04224467743348617,,0.7306948807345783,0.04993268666505575,,arcade,us_m48a1_patton_III,us_m48a1_patton_III,exp_tank,,tank,,5.0,7.7,,7.7,,7.7,,,,,,usa,False,,False,,False,,True,,False
Ystervark,22326.0,22775.0,9467.0,12859.0,15123.0,4038.0,15583.0,,2235778.0,30019005.0,67421.0,0.4240347576816268,1.0201110812505598,98.16807903402854,1318.0682766190998,0.18086535877452298,0.6979754546268924,,0.17729967069154776,0.6842151481888035,,0.267010513786947,1.0304172452555709,,arcade,uk_ystervark_spaa,uk_ystervark_spaa,exp_SPAA,,wheeled_vehicle,,3.0,4.0,,4.0,,4.0,,,,,,britain,False,,False,,False,,True,,False
M60A1 (AOS),91333.0,94120.0,43159.0,48174.0,78550.0,72305.0,3593.0,,26601157.0,367405927.0,185928.0,0.47254552023912494,1.0305147099077003,282.6302273693158,3903.5903846153847,0.7916634732243548,0.03933955963342932,,0.7682214194645134,0.03817467063323417,,0.9204964990451941,0.04574156588160407,,arcade,us_m60a1,us_m60a1,exp_tank,,tank,,6.0,8.3,,8.3,,8.3,,,,,,usa,False,,False,,False,,True,,False
T95E1,145032.0,150003.0,68078.0,76954.0,119951.0,135627.0,6234.0,,45795067.0,639636492.0,272231.0,0.4693998565833747,1.0342751944398478,305.2943407798511,4264.157996840063,0.9351522422637762,0.0429836174085719,,0.9041619167616648,0.041559168816623665,,1.1306866970679694,0.051971221582146045,,arcade,us_t95e1,us_t95e1,exp_tank,,tank,,6.0,8.3,,8.3,,8.3,,,,,,usa,False,,False,,False,,True,,False
XM803,205591.0,212704.0,99926.0,105665.0,177826.0,239855.0,6538.0,,74301732.0,1062453649.0,315403.0,0.48604267696543135,1.0345978179978697,349.31986234391456,4994.986690424252,1.1666609919694928,0.031801002962191925,,1.127646870768768,0.030737550774785617,,1.3488185079797106,0.036766277147323785,,arcade,us_xm_803,us_xm_803,exp_tank,,tank,,6.0,8.7,,9.0,,9.0,,,,,,usa,False,,False,,False,,True,,False
Breda 501,45742.0,47195.0,22782.0,22960.0,42102.0,57765.0,2122.0,,10087307.0,142113978.0,65544.0,0.49805430457784966,1.0317651173975777,213.73677296323763,3011.2083483419856,1.2628437759608238,0.04639062568317957,,1.2239644030087933,0.044962390083695306,,1.3720250819438506,0.050401406108973444,,arcade,it_semovente_breda_501,it_semovente_breda_501,exp_tank_destroyer,,wheeled_vehicle,,3.0,4.7,,5.0,,5.0,,,,,,italy,False,,False,,False,,True,,False
Sherman Ic,51635.0,53244.0,23958.0,27677.0,43056.0,44899.0,5246.0,,9445807.0,133713571.0,83723.0,0.46398760530647815,1.0311610341822408,177.40603636090452,2511.3359439561264,0.8695458506826764,0.10159775346179917,,0.8432687251145669,0.0985275336188115,,1.0428047194351542,0.12184132292827946,,arcade,it_sherman_VII,it_sherman_VII,exp_tank,,tank,,3.0,4.7,,4.7,,4.7,,,,,,italy,False,,False,,False,,True,,False
R3 T20 FA-HS,14885.0,15348.0,6610.0,8275.0,11296.0,2963.0,6915.0,,2011427.0,37799867.0,39840.0,0.4440712126301646,1.0311051394020827,131.05466510294502,2462.852945009122,0.1990594558280148,0.4645616392341283,,0.1930544696377378,0.45054730258014075,,0.2623052407932011,0.6121635977337111,,arcade,it_oto_r3_t20_fa,it_oto_r3_t20_fa,exp_SPAA,,wheeled_vehicle,,4.0,5.7,,6.0,,6.0,,,,,,italy,False,,False,,False,,True,,False
F-4E Phantom II,52911.0,56817.0,27222.0,25689.0,50426.0,32039.0,63596.0,2050.0,12085629.0,116052031.0,74200.0,0.5144865906900267,1.0738220785847934,212.7114947990918,2042.558230811201,0.6055262610799267,1.2019428852223546,0.03874430647691406,0.5638981290810848,1.1193128817079396,0.03608075047960998,0.6353666759211518,1.2611747907825328,0.04065363106334034,arcade,f-4e,f-4e,exp_fighter,,air,,7.0,11.3,,11.3,,10.7,,11.3,,11.3,,usa,False,,False,,False,,True,,False
F-104A,80051.0,85028.0,39777.0,40274.0,76523.0,15919.0,73598.0,755.0,10733750.0,161362692.0,110391.0,0.49689572897277984,1.0621728647986908,126.23782753916358,1897.7594674695395,0.19886072628699203,0.9193888895828909,0.009431487426765438,0.18722068024650704,0.8655736933715953,0.008879427953144847,0.20802895861375012,0.9617761980058284,0.009866314702769103,arcade,f-104a,f-104a,exp_fighter,,air,,6.0,9.7,,9.3,,9.7,,,,,,usa,False,,False,,False,,True,,True
▄DB-7,4696.0,4950.0,2625.0,2071.0,3779.0,12437.0,1968.0,938.0,1776679.0,16841214.0,9995.0,0.5589863713798978,1.0540885860306644,358.9250505050505,3402.2654545454548,2.6484241908006814,0.4190800681431005,0.19974446337308346,2.5125252525252524,0.3975757575757576,0.1894949494949495,3.291082296903943,0.5207726911881451,0.24821381317808944,arcade,db_7,db_7,exp_bomber,,air,,2.0,2.3,,2.3,,2.3,,,,,,britain,True,,False,,False,,False,,False
▄M18,34321.0,35748.0,16375.0,17946.0,31462.0,29217.0,2675.0,,7977188.0,100069404.0,53959.0,0.47711313772908714,1.0415780425978265,223.15060982432584,2799.300772071165,0.8512863844293581,0.07794061944582034,,0.8173044645854314,0.07482936108313752,,0.9286440785709745,0.08502320259360499,,arcade,it_m18_hellcat,it_m18_hellcat,exp_tank,,tank,,4.0,5.3,,6.0,,6.0,,,,,,italy,False,,False,,False,,True,,False
Sd.Kfz.251/9,38938.0,39826.0,19398.0,19540.0,31857.0,58757.0,2232.0,,7521360.0,34205049.0,88383.0,0.4981765884226206,1.022805485643844,188.85552151860594,858.8622759001657,1.5089886486208846,0.057321896348040476,,1.475342740923015,0.05604379048862552,,1.8443984053740152,0.07006309445333836,,arcade,germ_sdkfz_251_9,germ_sdkfz_251_9,exp_tank_destroyer,,tank,,1.0,1.3,,1.3,,1.3,,,,,,germany,False,,False,,False,,True,,True
USS Frank Knox,10384.0,12283.0,5478.0,4906.0,9210.0,0.0,1649.0,21192.0,9696489.0,367124018.0,18368.0,0.527542372881356,1.18287750385208,789.4235121712936,29888.79084914109,0.0,0.1588020030816641,2.0408320493066254,0.0,0.1342505902466824,1.7253114060083041,0.0,0.17904451682953312,2.300977198697068,arcade,us_destroyer_gearing_frank_knox,us_destroyer_gearing_frank_knox,exp_destroyer,,ship,,3.0,5.0,,5.0,,5.0,,,,,,usa,True,,False,,False,,False,,True
F9F-8,53698.0,57101.0,26831.0,26867.0,50576.0,16166.0,54797.0,637.0,8024940.0,126210237.0,75052.0,0.4996647919848039,1.063372937539573,140.5393951069158,2210.2981909248524,0.3010540429811166,1.0204663115944728,0.011862639204439644,0.28311237981821685,0.9596504439501935,0.011155671529395282,0.3196377728566909,1.0834585574185385,0.012594906675102815,arcade,f9f-8,f9f-8,exp_fighter,,air,,5.0,8.3,,8.3,,8.3,,,,,,usa,False,,False,,False,,True,,False
Ki-32,15897.0,16437.0,8885.0,7012.0,12972.0,63408.0,5061.0,298.0,1199335.0,4843421.0,30005.0,0.5589104862552683,1.0339686733345914,72.96556549248646,294.6657540913792,3.9886771088884694,0.31836195508586523,0.0187456752846449,3.85763825515605,0.3079029019894141,0.01812982904422948,4.888066604995375,0.3901480111008326,0.022972556275053964,arcade,ki_32,ki_32,exp_bomber,,air,,1.0,1.0,,1.3,,1.3,,,,,,japan,False,,False,,False,,True,,False
Re.2001 serie 1,16281.0,16916.0,7883.0,8398.0,14351.0,3509.0,16345.0,37.0,1683184.0,14471644.0,33622.0,0.48418401818070145,1.0390025182728333,99.50248285646725,855.500354693781,0.21552730176279097,1.0039309624715926,0.002272587678889503,0.2074367462757153,0.9662449751714354,0.002187278316386853,0.24451257752073027,1.1389450212528744,0.0025782175458156226,arcade,re_2001_serie1,re_2001_serie1,exp_fighter,,air,,2.0,3.0,,3.0,,2.3,,,,,,italy,False,,False,,False,,True,,False
RN Aquila,4482.0,4680.0,2221.0,2261.0,3755.0,1.0,93.0,4453.0,531767.0,3223262.0,7806.0,0.49553770638107986,1.0441767068273093,113.62542735042734,688.7311965811966,0.00022311468094600624,0.020749665327978582,0.9935296742525658,0.00021367521367521368,0.01987179487179487,0.9514957264957264,0.0002663115845539281,0.024766977363515314,1.1858854860186419,arcade,it_destroyer_vifor_class_aquila,it_destroyer_vifor_class_aquila,exp_destroyer,,ship,,1.0,3.3,,3.3,,3.3,,,,,,italy,False,,False,,False,,True,,False
RN Comandante Margottini,4434.0,4631.0,2184.0,2250.0,3567.0,0.0,810.0,4808.0,721371.0,9120388.0,8261.0,0.4925575101488498,1.044429409111412,155.77002807169077,1969.42085942561,0.0,0.18267929634641408,1.0843482183130357,0.0,0.17490822716475923,1.0382206866767436,0.0,0.2270815811606392,1.3479114101485843,arcade,it_destroyer_comandanti_medaglie_doro,it_destroyer_comandanti_medaglie_doro,exp_destroyer,,ship,,2.0,4.0,,4.0,,4.0,,,,,,italy,False,,False,,False,,True,,False
VAS 201,3770.0,3945.0,1822.0,1948.0,3233.0,0.0,135.0,4416.0,396600.0,2350281.0,6739.0,0.483289124668435,1.046419098143236,100.53231939163499,595.7619771863118,0.0,0.03580901856763926,1.1713527851458887,0.0,0.034220532319391636,1.1193916349809887,0.0,0.041756882152799255,1.3659140117537891,arcade,it_vas_baglietto_68t_1serie,it_vas_baglietto_68t_1serie,exp_torpedo_boat,,fast_ship,,1.0,1.3,,1.3,,1.3,,,,,,italy,False,,False,,False,,True,,False
RN Corazziere,3155.0,3243.0,1473.0,1682.0,2420.0,0.0,270.0,3139.0,566024.0,9733451.0,6424.0,0.466877971473851,1.027892234548336,174.53715695343817,3001.372494603762,0.0,0.08557844690966719,0.9949286846275753,0.0,0.08325624421831637,0.9679309281529448,0.0,0.1115702479338843,1.2971074380165288,arcade,it_destroyer_soldati_serie1_camicianera,it_destroyer_soldati_serie1_camicianera,exp_destroyer,,ship,,2.0,4.3,,4.3,,4.3,,,,,,italy,False,,False,,False,,True,,False
RN Da Verazzano,2392.0,2512.0,1144.0,1248.0,1848.0,0.0,206.0,2686.0,543358.0,11359750.0,5580.0,0.4782608695652174,1.0501672240802675,216.3049363057325,4522.1934713375795,0.0,0.08612040133779264,1.1229096989966556,0.0,0.08200636942675159,1.069267515923567,0.0,0.11147186147186147,1.4534632034632036,arcade,it_destroyer_navigatori_class_verazzano,it_destroyer_navigatori_class_verazzano,exp_destroyer,,ship,,3.0,4.3,,4.3,,4.3,,,,,,italy,False,,False,,False,,True,,False
Re.2002 Early,21275.0,22193.0,10572.0,10703.0,19417.0,9509.0,19729.0,286.0,2020359.0,14259907.0,29392.0,0.49692126909518214,1.0431492361927144,91.0358671653224,642.540756094264,0.4469565217391304,0.9273325499412456,0.013443008225616922,0.42846843599333123,0.8889740008110666,0.012886946334429775,0.48972549827470774,1.016068393675645,0.014729360869341299,arcade,re_2002_early,re_2002_early,exp_fighter,,air,,2.0,2.3,,2.3,,2.3,,,,,,italy,False,,False,,False,,True,,True
␗P-43A-1,39753.0,40615.0,19319.0,20434.0,35256.0,9518.0,40175.0,198.0,3865901.0,33080915.0,54647.0,0.4859759011898473,1.0216838980705858,95.18406992490459,814.4999384463868,0.23942847080723467,1.0106155510275954,0.00498075616934571,0.23434691616397882,0.9891665640773113,0.004875046165209898,0.2699682323576129,1.1395223508055365,0.005616065350578625,arcade,p-43a-1_china,p-43a-1_china,exp_fighter,,air,,2.0,3.0,,2.7,,2.7,,,,,,china,False,,False,,False,,True,,True
